relative_path,source_bucket,primary_role,roles,door_ratio,thickness_mm_from_name,quality_status,manufacturing_bbox_source,width_mm,height_mm,entity_count,line_count,circle_count,arc_count,hole_candidate_count,closed_polyline_count,bend_layer_entity_count,quality_flags,related_sldprt_count,related_slddrw_count,related_sldasm_count
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体侧板加强筋2展开图.dxf,backup_reference,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,9037.0,370.0,60,4,51,4,51,0,0,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体右侧板展开图.DXF,backup_reference,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,1877.8,1074.2,166,42,114,10,114,0,0,needs_closed_loop_rebuild,3,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体左侧板展开图.DXF,backup_reference,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,1877.8,1082.2,170,42,114,14,114,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体横层板L展开图.dxf,backup_reference,shelf_or_horizontal_layer,shelf_or_horizontal_layer,,,usable_rule_evidence,model_space_bbox,480.4,574.4,174,130,22,22,22,0,0,needs_closed_loop_rebuild,4,7,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体横层板加强筋展开图.dxf,backup_reference,shelf_or_horizontal_layer,shelf_or_horizontal_layer,,,usable_rule_evidence,model_space_bbox,71.4,429.0,23,6,12,4,12,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,4,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/(20180606 西班牙)箱体竖隔板L展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,736.496,1856.6,341,84,124,0,124,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/(20180606 西班牙)箱体竖隔板R(镜向)展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,736.496,1856.6,407,84,124,0,124,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/(20180614 西班牙)箱体竖隔板L展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,736.496,1856.6,321,84,124,0,124,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/(20180614 西班牙)箱体竖隔板R(镜向)展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,736.496,1856.6,341,84,124,0,124,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/(20181029 西班牙)箱体竖隔板L展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,583.7,1856.6,297,84,132,0,132,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/(20181029 西班牙)箱体竖隔板R展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,583.7,1856.6,297,84,132,0,132,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,2,2,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/PO#1870901箱体竖隔板L展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,583.7,1856.6,337,84,132,0,132,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/PO#1870901箱体竖隔板R(镜向)展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,583.7,1856.6,397,84,132,0,132,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/箱体竖隔板L展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,16771.481,19656.841,27770,23655,571,2343,570,0,65,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,3,5,4
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板/箱体竖隔板R(镜向)展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,16771.481,19656.841,27770,23655,571,2343,570,0,65,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,3,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板L展开图.DXF,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,1856.6,583.7,348,156,168,24,168,0,0,needs_closed_loop_rebuild,3,5,4
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板R(镜向)展开图.DXF,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,1856.6,583.7,348,156,168,24,168,0,0,needs_closed_loop_rebuild,3,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/箱体竖隔板加强件展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,341.2,164.6,49,36,12,0,12,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/纸币器内凹焊件展开图.DXF,backup_reference,unclassified,unclassified,,,usable_rule_evidence,model_space_bbox,255.8,285.8,56,40,8,8,8,0,0,needs_closed_loop_rebuild,1,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/维护门锁孔展开图.dxf,backup_reference,lock_or_hinge_interface,lock_or_hinge_interface;rear_or_service_panel,,,usable_rule_evidence,model_space_bbox,11.72,13.64,29,18,6,4,2,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/网络硬盘录像机(DS-7604N-K1)抱箍展开图.DXF,backup_reference,unclassified,unclassified,,,usable_rule_evidence,model_space_bbox,388.2,242.6,52,40,4,8,4,0,0,needs_closed_loop_rebuild,2,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/衣杆固定支架展开图.DXF,backup_reference,unclassified,unclassified,,,usable_rule_evidence,model_space_bbox,48.6,124.4,55,49,4,2,4,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/衣杆支架焊件展开图.DXF,backup_reference,unclassified,unclassified,,,usable_rule_evidence,model_space_bbox,290.0,123.0,70,54,0,16,0,0,0,needs_closed_loop_rebuild,1,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/身份证读卡器封板焊件1展开图.DXF,backup_reference,electrical_or_electric_lock_reference,electrical_or_electric_lock_reference,,,usable_rule_evidence,model_space_bbox,105.0,75.0,8,4,0,4,0,0,0,needs_closed_loop_rebuild,1,2,1
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/身份证读卡器封板焊件2展开图.DXF,backup_reference,electrical_or_electric_lock_reference,electrical_or_electric_lock_reference,,,usable_rule_evidence,model_space_bbox,130.0,90.0,12,4,4,4,4,0,0,needs_closed_loop_rebuild,1,2,1
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/钱箱(扁平)展开图.DXF,backup_reference,unclassified,unclassified,,,usable_rule_evidence,model_space_bbox,523.2,543.2,44,44,0,0,0,0,0,needs_closed_loop_rebuild,2,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/锁固定架展开图.dxf,backup_reference,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,102.5,27.6,31,8,22,0,22,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/键盘固定板展开图.DXF,backup_reference,electrical_or_electric_lock_reference,electrical_or_electric_lock_reference,,,usable_rule_evidence,model_space_bbox,256.551,189.421,32,26,6,0,6,0,0,needs_closed_loop_rebuild,1,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/镜向箱体横层板L展开图.dxf,backup_reference,shelf_or_horizontal_layer,shelf_or_horizontal_layer,,,usable_rule_evidence,model_space_bbox,480.4,574.4,174,130,22,22,22,0,0,needs_closed_loop_rebuild,4,5,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门插销支架展开图.dxf,backup_reference,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,3.41,1.8,15,4,6,4,2,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,5,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 上展开图.dxf,backup_reference,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,1994.4,304.8,51,20,30,0,30,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 下展开图.dxf,backup_reference,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,1994.4,244.8,55,24,30,0,30,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 右展开图.dxf,backup_reference,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,504.5,9585.0,87,64,22,0,22,0,0,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 左展开图.dxf,backup_reference,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,504.5,9585.0,87,64,22,0,22,0,0,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,3,4,2
